Hotel_locID,Hotel_geoID_x,Review_id,Review_Date,Date_of_stay,Reviewer_Contributions,Reviewer_helpful_vote,Review_Rating,Trip_type,Review_helpful_votes,Hotel_geoID_y,Hotel_star,Hotel_rating,Location_score,Resaurant_count,Attractions_count,Hotel_styles,Popular_mentions,WordCount,Title,Review,Compound_Score,Unreliable,Stanza_Score
121994,60763,698953508,Aug 2019,August 2019,61,78,3,Traveled solo,0,60763,2.5,4.0,93.0,119.0,10.0,"['Residential Neighborhood', 'Budget']","['central park', 'new york', 'bathrooms and showers', 'common areas', 'dorm', 'roommates', 'subway', 'block', 'nyc', 'harlem', 'neighborhood', 'computers', 'theatre']",292,"Big and well organised, but not perfect","For such a large hostel, HI New York is pretty well organised. Check-in was easy, the rooms were clean and the food sold at the deli was good and reasonably priced (by NYC standards). The hostel hosts tours and activities every day and evening and has all of the amenities that one can wish for a hostel (washing machines, storage facilities, computers, a printer etc.).    On the negative side: the room I stayed in didn't have a window that could open and got very hot and stuffy, especially overnight. I felt like I was breathing in other people's breath when I woke up. Also the elevator took an eternity.    The one thing that I really did not appreciate is the attitude of some of the staff members towards some guests. On my last night there I attended the hostel' comedy night, which I thought was a nice idea, but the ""comedians"" were a bit crass for my taste without being very funny. And one ""comedian"" (a staff member) spent a significant portion of his stage time telling the audience about a hostel guest that he ""hated"" because she was rude in his opinion. He called her a f***ing b**ch a few times and was disappointed when few people laughed. Insulting guests is very unprofessional and.    Overall a decent hostel to stay in. If it's important for you to have fresh air when you sleep, avoid it. And the staff members can work on their manners.",-0.7617,1,2
15237449,60763,878563882,Feb 2023,February 2023,25,14,3,,2,60763,4.0,5.0,100.0,426.0,109.0,"['Boutique', 'Trendy']","['the financial district', 'john street', 'fulton st', 'brooklyn bridge', 'nespresso machine', 'world trade', 'wall street', 'battery park', 'new york', 'lower manhattan', 'great hotel', 'steamers', 'recommend this hotel', 'resort fee', 'quiet at night', 'comfortable beds', 'minute walk', 'a lovely stay', '', '', '', '']",488,Frustration due to being nickel and dimed,"Let me start out by saying, I will sound like a bit of a Karen in this review. That is not lost on me. To start off, this hotel is a perfectly fine hotel if you need to stay in FiDi. The room is decent size but the bathroom is tiny. I've stayed at hotels in NYC at similar price point with MUCH bigger bathrooms but I get that might have been more of an exception in NYC so no points off for the small bathroom. The room makes up for it with the large balcony which was really nice to have. With the exception of one lady at the front desk, the rest of the staff was exceptionally nice and welcoming.    Now, this is where I got really angry. You pay a fee each day that is supposed to cover water and coffee etc. Not once, did they refill the coffee pods or water bottles for the 3 nights that I was there (each day they made up the room). I called one day to get some water and creamer (used both creamers for one pod). On the third day, I called down because I ran out of coffee pods. The lady at the front desk said that it would be an extra charge. I told her this was ridiculous because they were never refilled. She said she would look into it and call me back. Really? 5 minutes later she called me back saying the system shows they replenished them but that they would send more and graciously waive the fee. The room comes with 2 caffeinated pods so for my stay I should have had 6 of them (if I used 2 per day) but I only used 2 the entire stay (the 2 that were in the room on the first day). She continued to explain that their system showed it was replenished, essentially saying that I was lying (there were no cups either since they were not replenished). Honestly, from a customer service perspective, I should NOT have to argue about getting a freaking coffee pod and convince them that I am not lying to save a couple bucks.    Again, I know I am complaining about a relatively small issue, but it was such a simple thing from a customer service perspective to not insinuate that the customer is lying and just send up 1 freaking coffee pod.    If I need to stay in FiDi again, I would likely not stay at this hotel. Such a shame that one bad customer service encounter can leave a foul taste in your mouth and ruin an otherwise nice stay.",-0.9866,1,0
671150,60763,888130998,Apr 2023,July 2022,165,44,4,,0,60763,4.0,3.5,100.0,96.0,72.0,['City View'],"['lincoln center', 'central park', 'pool deck', 'columbus circle', 'gossip girl', 'great location', 'rooftop bar', 'new york', 'upper west side', 'junior suite', 'rooms are small', 'around the corner', 'times square', 'nyc', 'starbucks', 'subway', 'concierge', 'broadway', 'midtown']",191,Hidden Gem Boutique Hotel with Pool & Near Central Park,"This is a lovely upscale boutique hotel in the Upper West Side of Manhattan. I would not normally choose this neighborhood for my NYC touring but my daughter asked for a hotel with a pool, and in Manhattan, that's not easy to come by.    They have a small rooftop pool with a swanky patio bar/resto which was nice, although got quite crowded later in the day. Due to it being on the roof the pool area was not as warm as it could be, and I feel the temp of the water should be raised accordingly. Also, there were times the whole patio would shut down if there were threats of thunder & lightning. One day, there were storms in the forecast but they never materialized but the hotel closed the pool anyway. This was devastating for my little one.    Upon mentioning it at check-out though the staff member was very sympathetic and comped some of my resort fees accordingly, so no complaints.    Overall it was a nice stay and would recommend this location.",-0.6793,1,2
671150,60763,883958405,Mar 2023,March 2023,363,275,3,Traveled as a couple,3,60763,4.0,3.5,100.0,96.0,72.0,['City View'],"['lincoln center', 'central park', 'pool deck', 'columbus circle', 'gossip girl', 'great location', 'rooftop bar', 'new york', 'upper west side', 'junior suite', 'rooms are small', 'around the corner', 'times square', 'nyc', 'starbucks', 'subway', 'concierge', 'broadway', 'midtown']",466,"Avoid ""Express Rooms""","Yesterday, my wife and I attended an evening performance at the Metropolitan Opera. Since we live in Connecticut, and hate having to go home via a late night train, we decided to book a room at The Empire Hotel.  We've never stayed here before, and chose the place based on its extremely convenient location: it's basically just across the road from the Lincoln Center, and a very short walk from a few of our favourite restaurants. It has a bar on the roof, with bar food, but we didn't partake.  It's a nice old place - the entrance doors and lobby are inviting, and have an air of faded gentility (it's not often that I get a chance to use that phrase).  Check in was smooth enough, I suppose: we mentioned that our Met Opera Guild membership entitled us to late checkout, and were met with a blank stare. We overheard the lady standing next to us, showing her Met Opera Guild card, and asking for a discount. Looks like blank stares were in fashion.  Once we left the foyer, we found that some madman had redecorated the public areas, with wallpaper which resembled lots of blank picture frames: basically the perfect shape and colour to confuse a guest trying to find directions to his room.  Our room? Tiny, stuffy and lacking in basic amenities. It didn't even have a chair. I'll post a picture. It had been renovated, very badly: the sink was shallow, so that when you turned on the tap, it sprayed water all over your lap, the curtains didn't actually keep out the light. the light switches were crooked, the toilet tissue was mounted on the wall behind the toilet door (nice trick - it took us a while to find that one). There was only one bedside light. Bottom line - awful room.  Since we were staying only one night, I didn't rush off to the front desk to complain.  When we checked out, the guy on the desk winced, and said that we had booked an ""Express Room"". Apparently, these are crappy rooms, tucked into odd corners, to satisfy the needs of people who just need somewhere to spend the night, at short notice. He suggested that next time we visit, we ask for one of their other rooms.    So, bear that in mind if you want to stay here.",-0.7709,1,0
93462,60763,908534340,Aug 2023,August 2023,203,129,3,Traveled as a couple,0,60763,4.0,4.0,100.0,383.0,76.0,"['Classic', 'Historic Hotel']","['gin parlour', 'new york', 'the club lounge', 'beautiful hotel', 'british airways', 'mini bar', 'grand central station', 'room upgrade', 'resort fee', 'luxury hotel', 'times square', 'fifth avenue', 'rockefeller center', 'coffee machine', 'housekeeping staff', 'early check', 'few blocks', 'nyc hotel', '', '', '', '']",275,"Well-appointed and well-located, but service and bad decision-making are a problem.","It may be our last stay at The Barclay Intercontinental. Unfortunately staffing issues and poor management have spoiled an otherwise strong property. While most rooms don’t have good views (the hotel is sandwiched between much taller buildings) they are large, (by NYC standards) very well appointed and furnished. The bed linens and bathroom towels are of particularly good quality. However the staff here need to retrained. They are not very friendly or efficient and they are seriously under staffed. I almost never went by the check-in desk when there wasn’t a long line, and I never saw more than one person working the front desk. Luckily we checked in late at night, but had I had to wait on that line, I’d have been furious. Most egregiously the air conditioning in our room never functioned adequately. The thermostat was set to 65 degrees, but the temp never got under 74. Unfortunately someone made the idiotic decision to install a motion sensor on the thermostat. Therefore the system stops working if you are not moving around the room. So when you go to sleep, the room begins to swelter. We had to wake up every couple of hours and flail our arms around to get the system to cool the room a bit. How idiotic. Hotel managers: Ask yourselves if you would want this installed in your home. If the answer is no, then consider not subjecting your guests to it.",-0.9464,1,0
93462,60763,893751704,Jun 2023,June 2023,298,495,3,Traveled on business,1,60763,4.0,4.0,100.0,383.0,76.0,"['Classic', 'Historic Hotel']","['gin parlour', 'new york', 'the club lounge', 'beautiful hotel', 'british airways', 'mini bar', 'grand central station', 'room upgrade', 'resort fee', 'luxury hotel', 'times square', 'fifth avenue', 'rockefeller center', 'coffee machine', 'housekeeping staff', 'early check', 'few blocks', 'nyc hotel', '', '', '', '']",66,Horrible service in historic property.,"Horrible serviced.  Requested sawing kit, delivered at 3:005 am. Knocked at door although DND was posted.  Inconsistent services. One person show at check in with 20 guests waiting.  No leadership.  Property is nice and historic in nature. However the service ruins the experience.  No leadership. Left hand does not know what the right is doing.",-0.5859,1,2
93462,60763,893751619,Jun 2023,May 2023,146,99,3,Traveled as a couple,1,60763,4.0,4.0,100.0,383.0,76.0,"['Classic', 'Historic Hotel']","['gin parlour', 'new york', 'the club lounge', 'beautiful hotel', 'british airways', 'mini bar', 'grand central station', 'room upgrade', 'resort fee', 'luxury hotel', 'times square', 'fifth avenue', 'rockefeller center', 'coffee machine', 'housekeeping staff', 'early check', 'few blocks', 'nyc hotel', '', '', '', '']",160,Shocking stay - never again a choice for NYC,"Shocking check in experience- huge queue 30minutes waiting to checkin- insufficient staffing on reception, no recognition for being an IHG Platinum Ambassador member - lack lustre explanation of the amenity daily fee. No porter at the front doors to help with bags!    To cap it all off the cleaning of the rooms and hallway was very poor. Crisps still left on the floor for night before in room, and a cotton ear bud was still In the hallway 3 days into our stay, in fact it was a topic of fun to see if it was cleaned up - it wasn’t .    Will I stay here again - not a chance, it’s got to be one of the memorable stays for the wrong reason. I stay In IHG and especially Intercontinental brand as the service, cleanliness and staff are exception. This hotel fell well short!",-0.7793,1,0
93507,60763,895119964,Jun 2023,June 2023,8,13,3,Traveled on business,2,60763,4.0,4.0,100.0,490.0,264.0,"['Centrally Located', 'Great View']","['times square', 'view restaurant', 'the concierge lounge', 'new york', 'huge hotel', 'perfect location', 'busy hotel', ""can't beat the location"", 'fitness center', 'broadway show', 'sofa bed', 'the theater district', 'rooms are large', 'high floor', 'hudson river', 'big apple', 'corner room', 'central park', '', '', '', '']",195,Not worth the price charged ($465/night),"The Good: The room was nice and well equipped for a business trip: it was very spacious for New York, clean, and with a decent desk and lamp, and plenty of easily accessed outlets for computer, phone, etc. The hotel restaurants are fine.    The Bad: Noise from Times Square was to be expected, but the hotel's toleration of groups of screeching teenagers roughhousing in the hall next to other guests' rooms after 10 pm was poor. The in-room coffee making setup was poor, and hidden. I was there for a conference that ended at noon, but no late checkout was available so I had to miss some of the conference. There appeared to be no way to order breakfast delivered the night prior. For $465/night, the conference rate, I expect better.    The Ugly: It took more than 25 minutes to have my bag, which I'd had to have held by the hotel because no late checkout was available, delivered to the porter after I presented my ticket.",-0.9382,1,2
93627,60763,676936386,May 2019,May 2019,4,5,3,Traveled as a couple,0,60763,1.5,3.0,100.0,85.0,76.0,"['Centrally Located', 'Budget']","['columbus circle', 'single bed', 'location is excellent', 'rooms are small', 'sauna', 'broadway', 'starbucks']",101,A fine place in a great area,"NYC isn't easy...hotels are rather pricey. The Y is fine. It is safe, clean enough, and this one is remarkably located. The room is small, with a nice window and view, and an old bathroom. I think the bathroom lacked the most--it isn't too small but the pressure was nasty, the hot water took forever to warm up, the toilet is too high, and the sink has separate hot and cold water taps.  You won't find a better location than this.",-0.6552,1,0
93627,60763,614728617,Sep 2018,August 2018,15,3,3,Traveled as a couple,1,60763,1.5,3.0,100.0,85.0,76.0,"['Centrally Located', 'Budget']","['columbus circle', 'single bed', 'location is excellent', 'rooms are small', 'sauna', 'broadway', 'starbucks']",267,"Great Location, Poor Everything Else","The location is stellar—quiet neighborhood close to Central Park, Lincoln Center, and Columbus Circle subway station. Good restaurants in walking distance, and all the rest that Midtown has to offer. The other plus? The room itself was clean and a decent size for NYC.    The minuses: the check-in process was painfully slow and inefficient. Staff spent a lot of time talking amongst themselves about their break times and personal lives and ignoring customers. After checking in, we were sent to the wrong room (an already occupied room, I might add), and had to come back downstairs and repeat the check-in process with a different person. Also, we didn’t much like having to pay a facilities fee for a pool and gym that we never used. Finally, the luggage storage process we endured at checkout was awfully slow, clunky and poorly managed. They should get rid of those ancient kiosks (which were not user-friendly and were very slow).    All in all, I would not stay here again, despite the great location.    Another big minus was the shared bathroom. Of three available showers in the women’s toilets, only one worked properly. One leaked fro:the ceiling AND had a broken handle, and one did not seem to produce any hot water whatsoever. Also, the toilets were often dirty and clogged, and the sinks were full of hair and dirt.",-0.92,1,0
93376,60763,883427825,Mar 2023,March 2023,0,2,3,,2,60763,4.0,3.5,100.0,480.0,264.0,"['Mid-range', 'Centrally Located']","['times square', 'great location', 'new york', 'rooms are small', 'around the corner', 'nyc', 'subway', 'concierge', 'broadway', 'avenue']",100,Oyo Times Square,The location is great. A block away from times Square. My problem is I was charged a smoking fee and no one will return my call about it. I have called multiple times. The issue with this is I have never smoked in my almost 51 years on earth. I have never even held a cigarette or any time of smoking paraphernalia between my lips. The only other person with me was my wife and she does not smoke either. Be aware. This illegal fee they charged me is not right.,-0.836,1,2
93376,60763,864947291,Oct 2022,October 2022,2,0,3,Traveled as a couple,0,60763,4.0,3.5,100.0,480.0,264.0,"['Mid-range', 'Centrally Located']","['times square', 'great location', 'new york', 'rooms are small', 'around the corner', 'nyc', 'subway', 'concierge', 'broadway', 'avenue']",529,A huge let down…………,"Starting with the positives, sorry, positive, great location, 1 minute walk to Times Square.    However, the rest, really disappointing, I rated as 3 stars, but realistically 2.5 would be more accurate. First room was on 2nd floor overlooking 47th street, was really noisy with traffic, car horns (many drivers do seem to love their horns in New York) along with the constant hum drifting down from Times Square. But worst of all was the pneumatic drills from work straight across the road, started at 7am, even one day kicking off at 6am. We had a blind that should have worked electronically on the one window in the room, but didn’t. It felt a bit like being in an inside room with no windows. When we reported it on a number of occasions there was a lukewarm response, with the “we’ll send someone up”. Eventually we were told they needed to call out a 3rd party, so we got moved to another room on a higher floor.    This turned out to be a slightly larger room and having seen some of the other rooms when doors open for cleaning, that looked like shoe boxes, we felt privileged.    An unbelievable down side in the rooms, no tea/coffee making facilities nor a fridge/mini fridge. I’ve stayed in many hotels and this is a first and such a huge inconvenience. I hate to think how difficult this makes it in the really hot summer months for residents.    Bathrooms a good size, but plain white tiles made it feel like school showers or I’d imagine a hostel. In the second room there was a vile smell from the drain in the bathroom with many small flies on the walls. When we put a towel over the drain this suppressed the smell and alleviated the fly problem. To our amazement it appeared that the maids were oblivious to this, removing the towel nor putting anything down the drain. We had to call management for this, which helped, temporarily.    No bar facilities in the hotel was another surprising negative.    We booked through a 3rd party website and to add insult to injury we were charged a $35 daily facility fee at checkout. Never any mention of this beforehand and what a joke. I did wonder why they took $350 dollars off my card just after checking in, very sneaky, be warned.    There were smaller daily local tourist taxes which I was expecting and had no issue with these.    On asking a friend who had been to NYC before we booked anywhere, his comments were “any 4/5 star hotel around Times Square will be good”………how wrong he was.    We didn’t let it spoil our time in NYC which was great, but accommodation side of trip a huge disappointment.",-0.8563,1,0
93376,60763,864280936,Oct 2022,September 2022,0,0,3,Traveled with family,0,60763,4.0,3.5,100.0,480.0,264.0,"['Mid-range', 'Centrally Located']","['times square', 'great location', 'new york', 'rooms are small', 'around the corner', 'nyc', 'subway', 'concierge', 'broadway', 'avenue']",81,Carol Wilson,"We stayed in September, hotel was exactly as expected .. great location!  Unfortunately, hotel tax was taken on arrival with no explanation. When queried we were told it will be refunded on checkout.. we had two rooms so in total 182 pounds per room….this was too much fir the going rate of hotel tax and nothing been refunded ? Hotel referring me to my own bank …. Thieves… anybody else experienced this ….?",-0.6503,1,0
93486,60763,914932792,Sep 5,August 2023,48,36,3,Traveled with family,0,60763,4.0,3.5,100.0,500.0,265.0,"['Great View', 'Centrally Located']","['times square', 'great location', 'new york', 'chrysler building', 'corner room', 'concierge desk', 'high floor', 'central park', 'rockefeller center', 'broadway', 'nyc', 'premier', 'block', 'starbucks', 'subway', 'deli', 'doorman', 'district', 'avenue', 'midtown']",60,good location,"The location of the hotel is in the middle of Times Square and has access from two streets, 44 and 45, The room is very old and tired, the carpet is very dirty, also the hotel charged me an additional amount after checkout I contacted them to understand why, and they didn't reply.",-0.7996,1,0
93569,60763,890611715,May 2023,May 2023,19,18,4,Traveled solo,0,60763,,4.0,100.0,511.0,214.0,['Mid-range'],"['times square', 'great location', 'new york', 'executive room', 'fridge and microwave', 'fire station', ""hell's kitchen"", 'coffee maker', 'around the corner', 'the theater district', 'quiet street', 'stay there again', 'small kitchenette', 'central park', 'an older hotel', 'two blocks', 'good size', '', '', '', '', '']",159,A midtown gem let down by a front desk dragon at check out.,"I had a fantastic stay at this mid town hotel. Overall the staff were delightful but were let down by an incredibly rude front desk manager upon check out.    Why let down your whole Hotel experience with a surly, rude and robotic check out experience?    I had nothing but good things to say until this morning.    My check out experience was appalling    What a shame that this hotel chooses to indulge this staff member’s behavior. She is a real piece of work. She is as friendly as a parking meter.    Otherwise, this is a gem of a hotel. Location is great. Everything works as expected. Elevators are slow at peak periods but it’s not the end of the earth. Just use the secret one at the end of the hallway.    Housekeeping is a standout.    Beware the front desk dragon!",-0.721,1,0
99447,60763,835044993,Apr 2022,April 2022,3,0,3,,0,60763,2.0,3.5,100.0,114.0,42.0,['Residential Neighborhood'],"['central park', 'columbus avenue', 'great location', 'upper west side', 'new york', 'free breakfast', 'rooms are small', 'lincoln center', 'quiet street', 'subway station', 'clean hotel', 'around the corner', 'would definitely stay here again', 'block', 'nyc', 'uws', 'broadway', 'square']",48,Trip in New York,This hotel has a perfect location to visit the city! The room was spacious and comfortable. The bathroom is really small but there is What you need after à long day out. The worst is the breakfast! I advise you to eat outside.,-0.5767,1,2
2253206,60763,910556503,Aug 2023,August 2023,0,0,4,,0,60763,4.0,4.0,100.0,354.0,73.0,"['Family', 'Mid-range']","['family room', 'penn station', 'bunk beds', 'police station next door', 'times square', 'new york', 'madison square garden', 'large room', 'coffee machine', 'mini fridge', 'around the corner', 'few blocks', 'the empire state building', 'nyc hotel', 'location was perfect', 'central park', 'nypd', 'luggage', 'msg', '', '', '']",35,Good location,Family rooms can accomodate large groups  Contacting hotel in advance of visit to change room type was very difficult and ultimately unsuccesful  Storing baggage after checkout but before departure is in a very unsecured place,-0.6943,1,1
2253206,60763,897131095,Jun 2023,August 2022,93,61,3,Traveled solo,0,60763,4.0,4.0,100.0,354.0,73.0,"['Family', 'Mid-range']","['family room', 'penn station', 'bunk beds', 'police station next door', 'times square', 'new york', 'madison square garden', 'large room', 'coffee machine', 'mini fridge', 'around the corner', 'few blocks', 'the empire state building', 'nyc hotel', 'location was perfect', 'central park', 'nypd', 'luggage', 'msg', '', '', '']",124,It didn't live up to my expectation.,"I used my hotel points for my one night stay here but sorry to say that it did not live up to my expectations as a Wyndham hotel. First of all, it's not actually in the Times Square area, it's more in the garment district. You have to walk up the block up to get to the Main Street and walk up 12 blocks west to get to the Times Square area. My suggestion is to walk up to 7th and not 8th street at night as the people on 8thto walk the The room the put me in was at the end of the hall next to an exit but next to a family room.",-0.7684,1,0
4799063,60763,908114893,Aug 2023,August 2023,78,25,5,Traveled on business,0,60763,4.0,4.5,100.0,482.0,291.0,"['Centrally Located', 'Modern']","['rooftop bar', 'times square', 'great location', 'new york', 'floor to ceiling windows', 'rain shower', 'high floor', 'broadway show', 'would definitely stay here again', 'chrysler building', 'the theater district', 'big apple', 'central park', 'around the corner', 'street noise', 'nyc', 'block', '', '', '', '', '']",108,"Overall 5 star still, but has some weaknesses.","Overall 5 star still, but has some weaknesses.    Here are the good:  -spacious room  -new and modern room  -facility is top-notch  -generally good front desk  -good location in NYC. Right next to Times Square.    Here are the weaknesses:  -No room service. That breakfast bag stuff is weak  -The first floor pantry has limited menu.  -It’s hard to take off silver tab from shampoo and conditioner tubes.  -Housekeeping should automatically give more soap and shampoo each day. They don’t, unless you ask for it, which is extra effort on part of guest.",-0.5499,1,0
1456411,60763,910585358,Aug 2023,August 2023,0,0,3,Traveled on business,0,60763,4.5,4.5,100.0,473.0,72.0,"['City View', 'Great View']","['rooftop pool', 'gansevoort hotel', 'front desk', 'new york', 'the empire state building', 'hotel guests', 'amazing hotel', 'mini bar', 'union square', 'nyc hotel', 'by nyc standards', 'love this hotel', 'times square', 'concierge', 'hip', 'manhattan', 'starbucks', 'doorman', 'subway', 'minibar', 'avenue']",44,Trip,We had a lost package. I have stayed in hotel 5 times and hotel preferred to avoid its responsability to solve the issue.  Will not stay in hotel again as during all the stay 4 days we were lied to from manager,-0.6486,1,0
217616,60763,903887457,Jul 2023,July 2023,27,52,3,Traveled as a couple,0,60763,4.0,4.5,100.0,476.0,283.0,"['Centrally Located', 'Business']","['kimpton hotel', 'times square', 'wine hour', 'new york', 'the theater district', 'mini bar', 'front desk staff', 'perfect location', 'every evening', 'street noise', 'broadway show', 'central park', 'love this hotel', 'higher floor', 'big apple', 'block', 'lobby', 'nyc', 'bellman', 'subway', 'robes', '']",70,"Nice rooms, basic offering for a 4 star hotel.","We liked the stylish rooms of The Muse but missed having an offering of a bar, restaurant or breakfast. As mentioned, the lobby area has renovations going on and this is not ideal but didn't impact our stay. The rooms are a little noisy but you could not be more central. I would give this hotel another go when it has more amenities.",-0.7205,1,1
217616,60763,891511303,May 2023,May 2023,1453,127,3,Traveled as a couple,2,60763,4.0,4.5,100.0,476.0,283.0,"['Centrally Located', 'Business']","['kimpton hotel', 'times square', 'wine hour', 'new york', 'the theater district', 'mini bar', 'front desk staff', 'perfect location', 'every evening', 'street noise', 'broadway show', 'central park', 'love this hotel', 'higher floor', 'big apple', 'block', 'lobby', 'nyc', 'bellman', 'subway', 'robes', '']",171,Fallen on hard times no longer a Kimpton Hotel,"We have stayed at The Muse Hotel multiple times over the last 7 years, so have plenty of basis for comparison. Sadly, this place has really gone downhill. It's no longer owned by Kimpton, so you can't get Kimpton points for staying here (there are two other Kimptons in NYC that you can try instead, though). The Wi-Fi did not work at all for the 5 days we were here (you can connect to it but everything times out because the performance is so bad), the restaurant/bar is no longer available, the wine hour that used to be from 5 to 6 is no longer available. The business center does not have a working computer and a sign that is taped on the computer says to ""send your boarding passes to the concierge"" and includes an email address that bounces. We were very disappointed and will not be staying here again.",-0.9134,1,0
217616,60763,884543755,Apr 2023,March 2023,40,26,5,Traveled solo,1,60763,4.0,4.5,100.0,476.0,283.0,"['Centrally Located', 'Business']","['kimpton hotel', 'times square', 'wine hour', 'new york', 'the theater district', 'mini bar', 'front desk staff', 'perfect location', 'every evening', 'street noise', 'broadway show', 'central park', 'love this hotel', 'higher floor', 'big apple', 'block', 'lobby', 'nyc', 'bellman', 'subway', 'robes', '']",57,Nice rooms / No in-hotel food.,"The rooms were clean and large. They have coffee in the lobby, but no kitchen for breakfast or other meals. The refrigerator in the room was empty. So stay for sleeping room, but expect no food. But hey - it's NYC -- you can find food in the neighborhood.",-0.7096,1,2
217616,60763,883802466,Mar 2023,June 2022,807,359,3,Traveled on business,0,60763,4.0,4.5,100.0,476.0,283.0,"['Centrally Located', 'Business']","['kimpton hotel', 'times square', 'wine hour', 'new york', 'the theater district', 'mini bar', 'front desk staff', 'perfect location', 'every evening', 'street noise', 'broadway show', 'central park', 'love this hotel', 'higher floor', 'big apple', 'block', 'lobby', 'nyc', 'bellman', 'subway', 'robes', '']",44,"Not bad, but not exciting.","Nicely decorated, but the rooms are quite dark unfortunately. Breakfast to be taken outside (but there are many places around of course). Decent room size for Manhattan. Not a very exciting choice, but a decent one.",-0.7457,1,0
7816364,60763,912639164,Aug 2023,August 2023,0,0,3,,0,60763,4.0,4.5,100.0,493.0,124.0,"['Quiet', 'City View']","['great location', 'queen suite', 'new york', 'the empire state building', 'sofa bed', 'recommend this hotel', 'herald square', 'times square', 'penn station', 'bryant park', 'midtown manhattan', 'boutique hotel', 'wonderful hotel', 'central location', 'coffee machine', 'rooms are small', 'street noise', '', '', '', '', '']",186,"Great location, but the hotel room phones don't work","Executive Hotel Le Soleil has some great reviews, and I walked in with high expectations. My room was clean and well-appointed, if dark. I could not see my clothes in the closet, because there is no closet light and no overhead room light. I was puzzled why my hotel phone did not work, and the hotel manager explained that the hotel is in the process of switching to another phone system, so I was expected to use my cell phone to call the front desk.    I heard an insistent chirping sound down the hall, the kind of sound that comes from a smoke alarm that needs a battery replacement. I reported this sound to the front desk, but no action was taken on it during the next two days of my stay. While I stayed at the hotel, a horrific car crash happened at the corner of 36th and 6th - a driver injured seven pedestrians who were crossing the street, one of whom is in critical condition. Beware!",-0.9642,1,0
11998087,60763,915218441,Sep 6,September 2023,0,0,4,Traveled with family,0,60763,4.0,4.0,100.0,525.0,136.0,['Mid-range'],"['evening reception', 'made to order breakfast', 'order omelettes', 'the empire state building', 'new york', 'times square', 'herald square', 'complimentary breakfast', 'the breakfast area', 'bryant park', 'king bed', 'rooms are small', 'definitely stay here again', 'location is great', 'early check', 'yogurt', '', '', '', '', '', '']",165,"Great value, but front-desk staff can be uninviting","We stayed for one night in the King Bed Junior Suite w/ sleeper sofa. Overall, we were happy with the stay, and will stay again. A room this size, and in this area, is hard to beat at this price-point.    However, one of the front desk staff was rude to us, when we told her that there was an aerosol can on our mattress when we got to our room. It ended up being a scent-spray, and when we asked what it was and inquired about a different room available, she scoffed and replied ""so... that's it?"". I realize it ended up being negligible and we're all adults here, but our inquiry was met with disdain, and we weren't being demanding or rude.    Also, the bedsheet was too small on the king bed. Kept coming off and barely fit.",-0.6358,1,1
11998087,60763,898249365,Jun 2023,June 2023,0,0,3,,1,60763,4.0,4.0,100.0,525.0,136.0,['Mid-range'],"['evening reception', 'made to order breakfast', 'order omelettes', 'the empire state building', 'new york', 'times square', 'herald square', 'complimentary breakfast', 'the breakfast area', 'bryant park', 'king bed', 'rooms are small', 'definitely stay here again', 'location is great', 'early check', 'yogurt', '', '', '', '', '', '']",215,Need a lot of improvements,"First night we had no AC in our room. Called the front desk 4 times plus went down to the lobby 3 times, waited for the engineer to show up until close to 1am, got a runaround answers until I finally found out that the AC in that room has been broken since the day prior; and they still give us the room anyway. We got a new room the next day but it was a miserable hot first night. The elevators are really really slow. There are 3 of them and most of the times, there were lines of people up to the hotel entrance. When we checked in, the front desk told us that housekeeping will come every day, that didn't happen. They didn't show up and we had to ask the front desk for fresh towels and some supplies. Breakfast is not consistent. We were there 4 days and each day there's less item in the menu. On our last breakfast, there was no orange juice or yogurt; cut up fruit were not fresh, you can see the bruises on them. Most likely they were fruit from the day before",-0.7543,1,0
23155544,60763,901284055,Jul 2023,June 2023,2,0,3,Traveled as a couple,0,60763,4.0,4.0,100.0,503.0,162.0,"['City View', 'Mid-range']","['times square', 'rooftop bar', 'great location', 'new york', 'great lobby', 'recommend this hotel', 'would definitely stay here again', 'the room was nice', 'clean rooms', 'lounge area', 'good size', 'the theater district', 'central park', 'coffee maker', 'housekeeping staff', 'big apple', 'floor', 'nyc', '', '', '', '']",104,Mixed Feelings,"The view was great and the staff was friendly. However, the noise level in the lounge was too high. The TV in our room didn’t work, the room was dusty, bathroom very small. The outdoor patio was nice but small. Also had a scare with a fire alarm at midnight. Didn’t hear it in our room - very concerning. Walked down the fire stairs with many other confused guest. Got to the lobby and was told false alarm the Fire men just gave all ok. Very frightening experience.",-0.9637,1,2
8515751,60763,906030836,Jul 2023,May 2023,166,190,4,Traveled as a couple,0,60763,4.0,4.5,100.0,506.0,246.0,"['Modern', 'Family']","['new york', 'times square', 'frosted glass', 'great location', 'every other day', 'breakfast was included', 'restaurant row', 'buffet style', 'family room', 'modern hotel', 'grab and go', 'central location', 'city break', 'stayed here for nights', 'sofa bed', 'mini fridge', '', '', '', '', '', '']",63,Fine - a little on the pricey side for what it is,"Stayed for 5 nights, the room was smaller than expected but very clean. Breakfast was chaotic but of a decent standard, we ate there 2/5 mornings. It was my fourth trip to NYC and although not bad by any standard, was the worst 4* of all the accommodation in the city I’ve stayed in.",-0.4914,1,1
